-nan -nan
89.5455 2.11713e+06
89.2216 2.11959e+06
88.8993 2.07203e+06
88.5783 2.07044e+06
88.2589 2.1053e+06
87.9408 2.11042e+06
87.6242 2.08479e+06
87.309 2.10574e+06
86.9953 2.10763e+06
86.6829 2.08599e+06
86.372 2.07194e+06
86.0624 2.07429e+06
85.7542 2.10288e+06
85.4474 2.07162e+06
85.142 2.08653e+06
84.8379 2.08913e+06
84.5352 2.1161e+06
84.2339 2.09287e+06
83.9338 2.07012e+06
83.6351 2.06519e+06
83.3378 2.08078e+06
83.0418 2.11198e+06
82.747 2.09539e+06
82.4536 2.11299e+06
82.1615 2.08469e+06
81.8707 2.10109e+06
81.5811 2.09154e+06
81.2929 2.08076e+06
81.0059 2.10034e+06
80.7201 2.12025e+06
80.4357 2.067e+06
80.1525 2.08576e+06
79.8705 2.09988e+06
79.5898 2.0812e+06
79.3103 2.09396e+06
79.032 2.09449e+06
78.7549 2.09418e+06
78.4791 2.07386e+06
78.2045 2.09405e+06
77.931 2.06926e+06
77.6588 2.10796e+06
77.3877 2.10618e+06
77.1179 2.11812e+06
76.8492 2.07903e+06
76.5816 2.11422e+06
76.3153 2.10775e+06
76.0501 2.11131e+06
75.786 2.10376e+06
75.5231 2.11265e+06
75.2613 2.08434e+06
75.0007 2.09373e+06
74.7412 2.11254e+06
74.4828 2.07776e+06
74.2255 2.09658e+06
73.9694 2.10674e+06
73.7143 2.07603e+06
73.4603 2.07817e+06
73.2075 2.10308e+06
72.9557 2.1187e+06
72.705 2.09526e+06
72.4554 2.09416e+06
72.2068 2.11767e+06
71.9593 2.0909e+06
71.7129 2.10685e+06
71.4675 2.07795e+06
71.2232 2.09241e+06
70.9799 2.09614e+06
70.7376 2.11007e+06
70.4964 2.06764e+06
70.2562 2.11733e+06
70.0171 2.07311e+06
69.7789 2.09528e+06
69.5418 2.07528e+06
69.3056 2.08597e+06
69.0705 2.08991e+06
68.8364 2.09438e+06
68.6032 2.07332e+06
68.3711 2.11588e+06
68.1399 2.08641e+06
67.9097 2.07506e+06
67.6805 2.0786e+06
67.4522 2.0887e+06
67.2249 2.1074e+06
66.9986 2.10764e+06
66.7732 2.11031e+06
66.5487 2.06764e+06
66.3252 2.07184e+06
66.1027 2.0838e+06
65.881 2.09077e+06
65.6603 2.08761e+06
65.4406 2.11823e+06
65.2217 2.09671e+06
65.0037 2.11644e+06
64.7867 2.10155e+06
64.5706 2.08174e+06
64.3553 2.10607e+06
64.141 2.10432e+06
63.9275 2.0836e+06
63.715 2.08089e+06
63.5033 2.09133e+06
63.2925 2.0851e+06
63.0826 2.07184e+06
62.8735 2.10874e+06
62.6653 2.09383e+06
62.458 2.08804e+06
62.2515 2.07981e+06
62.0459 2.11498e+06
61.8412 2.09955e+06
61.6372 2.10618e+06
61.4341 2.09581e+06
61.2319 2.0825e+06
61.0305 2.09517e+06
60.8299 2.11623e+06
60.6301 2.08545e+06
60.4312 2.10729e+06
60.233 2.11937e+06
60.0357 2.10397e+06
59.8392 2.11935e+06
59.6435 2.08109e+06
59.4486 2.10554e+06
59.2544 2.11489e+06
59.0611 2.07452e+06
58.8686 2.09693e+06
58.6768 2.08566e+06
58.4858 2.08902e+06
58.2956 2.09186e+06
58.1062 2.09517e+06
57.9176 2.07203e+06
57.7297 2.08762e+06
57.5425 2.09385e+06
57.3562 2.10519e+06
57.1705 2.09592e+06
56.9857 2.09845e+06
56.8016 2.07032e+06
56.6182 2.11623e+06
56.4355 2.10297e+06
56.2536 2.1074e+06
56.0725 2.11767e+06
55.892 2.11074e+06
55.7123 2.07957e+06
55.5333 2.09493e+06
55.355 2.07549e+06
55.1775 2.06755e+06
55.0006 2.10554e+06
54.8245 2.08499e+06
54.649 2.1152e+06
54.4743 2.09265e+06
54.3002 2.10798e+06
54.1269 2.07947e+06
53.9542 2.07227e+06
53.7823 2.11679e+06
53.611 2.08304e+06
53.4404 2.10729e+06
53.2705 2.07677e+06
53.1012 2.08957e+06
52.9326 2.10188e+06
52.7647 2.11791e+06
52.5975 2.10321e+06
52.4309 2.09013e+06
52.265 2.07397e+06
52.0997 2.10032e+06
51.9351 2.09024e+06
51.7711 2.07774e+06
51.6078 2.09693e+06
51.4451 2.10974e+06
51.2831 2.09394e+06
51.1217 2.07225e+06
50.9609 2.08035e+06
50.8008 2.08695e+06
50.6413 2.08057e+06
50.4824 2.11276e+06
50.3242 2.11757e+06
50.1665 2.09243e+06
50.0095 2.09285e+06
49.8531 2.09199e+06
49.6973 2.08445e+06
49.5421 2.08793e+06
49.3876 2.12047e+06
49.2336 2.09504e+06
49.0802 2.0946e+06
48.9274 2.1041e+06
48.7752 2.10143e+06
48.6236 2.08035e+06
48.4726 2.06754e+06
48.3222 2.07517e+06
48.1724 2.08968e+06
48.0231 2.06754e+06
47.8744 2.08804e+06
47.7263 2.09581e+06
47.5788 2.10166e+06
47.4318 2.10696e+06
47.2854 2.0701e+06
47.1396 2.08369e+06
46.9943 2.07893e+06
46.8496 2.0797e+06
46.7055 2.08815e+06
46.5619 2.09329e+06
46.4188 2.07538e+06
46.2763 2.06841e+06
46.1343 2.11857e+06
45.9929 2.11074e+06
45.8521 2.08478e+06
45.7117 2.06903e+06
45.5719 2.08708e+06
45.4327 2.10952e+06
45.2939 2.11243e+06
45.1557 2.09175e+06
45.0181 2.09638e+06
44.8809 2.07128e+06
44.7443 2.10664e+06
44.6082 2.06604e+06
44.4726 2.10907e+06
44.3375 2.1094e+06
44.203 2.06713e+06
44.0689 2.0946e+06
43.9354 2.07979e+06
43.8023 2.07311e+06
43.6698 2.10485e+06
43.5377 2.10043e+06
43.4062 2.08327e+06
43.2752 2.08532e+06
43.1446 2.06968e+06
43.0146 2.11085e+06
42.885 2.07644e+06
42.7559 2.07752e+06
42.6273 2.07023e+06
42.4992 2.11847e+06
42.3716 2.08871e+06
42.2444 2.07291e+06
42.1178 2.11366e+06
41.9916 2.0999e+06
41.8658 2.10188e+06
41.7406 2.10798e+06
41.6158 2.10244e+06
41.4915 2.07839e+06
41.3676 2.07194e+06
41.2442 2.11165e+06
41.1213 2.08295e+06
40.9988 2.11018e+06
40.8768 2.08902e+06
40.7552 2.09757e+06
40.6341 2.07386e+06
40.5134 2.06732e+06
40.3932 2.07203e+06
40.2734 2.11845e+06
40.1541 2.10043e+06
40.0352 2.11612e+06
39.9167 2.08445e+06
39.7987 2.10519e+06
39.6811 2.08848e+06
39.564 2.11444e+06
39.4473 2.09243e+06
39.331 2.07495e+06
39.2151 2.1064e+06
39.0997 2.1141e+06
38.9847 2.11141e+06
38.8701 2.07e+06
38.756 2.08545e+06
38.6422 2.08946e+06
38.5289 2.06946e+06
38.416 2.09101e+06
38.3035 2.10829e+06
38.1914 2.09638e+06
38.0797 2.11969e+06
37.9685 2.09362e+06
37.8576 2.07236e+06
37.7472 2.07291e+06
37.6371 2.1142e+06
37.5275 2.09265e+06
37.4182 2.09682e+06
37.3093 2.11632e+06
37.2009 2.06807e+06
37.0928 2.09768e+06
36.9851 2.10253e+06
36.8778 2.12072e+06
36.771 2.07463e+06
36.6644 2.07806e+06
36.5583 2.11599e+06
36.4526 2.11847e+06
36.3472 2.08664e+06
36.2422 2.08501e+06
36.1376 2.08697e+06
36.0334 2.0885e+06
35.9296 2.07882e+06
35.8261 2.11489e+06
35.723 2.07591e+06
35.6203 2.06809e+06
35.5179 2.09057e+06
35.4159 2.11185e+06
35.3143 2.07849e+06
35.213 2.08317e+06
35.1121 2.07323e+06
35.0116 2.06852e+06
34.9114 2.1062e+06
34.8116 2.07366e+06
34.7121 2.07119e+06
34.613 2.07408e+06
34.5142 2.09451e+06
34.4158 2.09625e+06
34.3178 2.10574e+06
34.2201 2.07927e+06
34.1227 2.08358e+06
34.0257 2.1074e+06
33.929 2.0863e+06
33.8327 2.06926e+06
33.7367 2.11252e+06
33.6411 2.08131e+06
33.5458 2.09143e+06
33.4508 2.07711e+06
33.3562 2.06991e+06
33.2619 2.10419e+06
33.1679 2.06711e+06
33.0743 2.07332e+06
32.981 2.09154e+06
32.888 2.07184e+06
32.7954 2.07957e+06
32.703 2.09748e+06
32.611 2.073e+06
32.5194 2.10242e+06
32.428 2.11243e+06
32.337 2.10354e+06
32.2463 2.10187e+06
32.1559 2.10976e+06
32.0658 2.09999e+06
31.976 2.06946e+06
31.8866 2.09427e+06
31.7975 2.07981e+06
31.7086 2.10275e+06
31.6201 2.11701e+06
31.5319 2.09055e+06
31.444 2.11601e+06
31.3564 2.09166e+06
31.2691 2.07925e+06
31.1821 2.11053e+06
31.0955 2.07612e+06
31.0091 2.11254e+06
30.923 2.10209e+06
30.8372 2.0863e+06
30.7517 2.08393e+06
30.6665 2.09363e+06
30.5817 2.10122e+06
30.4971 2.11018e+06
30.4127 2.11903e+06
30.3287 2.09933e+06
30.245 2.08046e+06
30.1616 2.08532e+06
30.0784 2.06796e+06
29.9955 2.11386e+06
29.913 2.11588e+06
29.8307 2.07786e+06
29.7487 2.09208e+06
29.6669 2.07021e+06
29.5855 2.07227e+06
29.5043 2.11937e+06
29.4234 2.07752e+06
29.3428 2.10441e+06
29.2624 2.11735e+06
29.1824 2.09263e+06
29.1026 2.11053e+06
29.0231 2.0683e+06
28.9438 2.102e+06
28.8648 2.09957e+06
28.7861 2.06828e+06
28.7077 2.11881e+06
28.6295 2.11991e+06
28.5516 2.08793e+06
28.474 2.07515e+06
28.3966 2.0909e+06
28.3195 2.07012e+06
28.2426 2.0923e+06
28.166 2.0946e+06
28.0897 2.09537e+06
28.0136 2.07927e+06
27.9378 2.07107e+06
27.8622 2.12047e+06
27.7869 2.09966e+06
27.7119 2.06894e+06
27.6371 2.08067e+06
27.5625 2.08902e+06
27.4882 2.0812e+06
27.4142 2.06625e+06
27.3404 2.07601e+06
27.2668 2.07666e+06
27.1935 2.09889e+06
27.1205 2.08566e+06
27.0477 2.08913e+06
26.9751 1.89962e+06
26.9028 1.91646e+06
26.8307 1.93707e+06
26.7588 2.09046e+06
26.6872 2.11511e+06
26.6159 2.1012e+06
26.5448 2.06668e+06
26.4739 2.10918e+06
26.4032 2.11342e+06
26.3328 2.09759e+06
26.2626 2.07431e+06
26.1927 2.09318e+06
26.123 2.09594e+06
26.0535 2.08445e+06
25.9843 2.08948e+06
25.9152 2.11219e+06
25.8464 2.07023e+06
25.7779 2.06916e+06
25.7095 2.09155e+06
25.6414 2.08187e+06
25.5735 2.06828e+06
25.5059 2.09834e+06
25.4385 2.06775e+06
25.3712 2.07903e+06
25.3043 2.0887e+06
25.2375 2.10864e+06
25.1709 2.09449e+06
25.1046 2.07257e+06
25.0385 2.06764e+06
24.9726 2.07021e+06
24.9069 2.11355e+06
24.8415 2.07884e+06
24.7762 2.06775e+06
24.7112 2.06691e+06
24.6463 2.115e+06
24.5817 2.06935e+06
24.5173 2.10166e+06
24.4532 2.08057e+06
24.3892 2.10131e+06
24.3254 2.08641e+06
24.2619 2.08434e+06
24.1985 2.08425e+06
24.1354 2.10607e+06
24.0724 1.94524e+06
24.0097 1.95265e+06
23.9472 1.96715e+06
23.8848 2.07362e+06
23.8227 2.04312e+06
23.7608 2.06484e+06
23.6991 2.03443e+06
23.6375 2.06084e+06
23.5762 2.0392e+06
23.5151 2.1187e+06
23.4542 2.10021e+06
23.3935 2.0861e+06
23.3329 2.08924e+06
23.2726 1.93251e+06
23.2125 1.96392e+06
23.1525 1.92953e+06
23.0928 1.94947e+06
23.0332 2.10166e+06
22.9738 2.01131e+06
22.9146 2.02434e+06
22.8557 2.1112e+06
22.7969 2.08326e+06
22.7383 2.11825e+06
22.6798 2.10731e+06
22.6216 2.07538e+06
22.5636 2.08979e+06
22.5057 2.07947e+06
22.448 2.11232e+06
22.3905 2.09647e+06
22.3332 2.08653e+06
22.2761 1.95593e+06
22.2192 1.95154e+06
22.1624 1.92246e+06
22.1058 1.91144e+06
22.0494 426672
21.9932 426499
21.9372 425587
21.8813 2.07237e+06
21.8256 2.10829e+06
21.7701 2.06957e+06
21.7148 1.93679e+06
21.6597 1.93174e+06
21.6047 1.94357e+06
21.5499 1.93081e+06
21.4952 1.17762e+06
21.4408 1.17389e+06
21.3865 1.17235e+06
21.3324 1.17582e+06
21.2785 1.92769e+06
21.2247 1.93909e+06
21.1711 1.91762e+06
21.1176 1.83495e+06
21.0644 1.87003e+06
21.0113 1.87661e+06
20.9584 1.84002e+06
20.9056 1.96765e+06
20.853 1.9693e+06
20.8006 1.99285e+06
20.7483 1.94244e+06
20.6962 1.96438e+06
20.6443 1.98989e+06
20.5925 1.9819e+06
20.5409 2.00164e+06
20.4894 1.95792e+06
20.4381 1.96207e+06
20.387 1.94077e+06
20.336 1.95989e+06
20.2852 1.96508e+06
20.2346 1.991e+06
20.1841 1.39359e+06
20.1337 1.39287e+06
20.0835 1.21462e+06
20.0335 1.63303e+06
19.9836 1.64648e+06
19.9339 1.64594e+06
19.8844 1.06591e+06
19.835 1.07229e+06
19.7857 1.07921e+06
19.7366 1.10239e+06
19.6877 1.07751e+06
19.6389 1.08697e+06
19.5902 936800
19.5417 941319
19.4934 937041
19.4452 934327
19.3971 1.01103e+06
19.3492 1.00927e+06
19.3015 1.01656e+06
19.2539 393948
19.2064 270550
19.1591 270351
19.112 270767
19.0649 270324
19.0181 295834
18.9713 296348
18.9248 296198
18.8783 476868
18.832 436913
18.7858 437118
18.7398 1.61723e+06
18.6939 1.5184e+06
18.6482 1.54629e+06
18.6026 272399
18.5572 271679
18.5118 272449
18.4667 271723
18.4216 204498
18.3767 203186
18.3319 130182
18.2873 124072
18.2428 124021
18.1984 124040
18.1542 124160
18.1101 153313
18.0662 153506
18.0223 153361
17.9786 122816
17.9351 122807
17.8916 122814
17.8483 80957.8
17.8052 80924.3
17.7621 80925.7
17.7192 53403.5
17.6765 53446.7
17.6338 53435.7
17.5913 53454.2
17.5489 53437.9
17.5066 53436.9
17.4645 93116.8
17.4225 93039.2
17.3806 93032.5
17.3388 79666.6
17.2972 109739
17.2557 109801
17.2143 109757
17.1731 95831.6
17.1319 95824.7
17.0909 95788.2
17.05 148395
17.0092 117394
16.9686 117503
16.9281 117388
16.8877 73472.1
16.8474 73518.2
16.8072 73533.8
16.7672 73540
16.7273 34709.7
16.6874 34704.6
16.6478 34729.7
16.6082 34710.2
16.5687 34714.5
16.5294 34739.1
16.4902 34707.1
16.4511 81060.9
16.4121 81014.4
16.3732 28868.7
16.3345 28860.7
16.2958 44029.4
16.2573 27822.9
16.2189 27808.9
16.1806 27804.9
16.1424 27808.6
16.1043 27808.2
16.0664 27823
16.0285 28113.2
15.9908 24050.4
15.9531 24051.5
15.9156 22537.6
15.8782 22523.5
15.8409 31410.3
15.8037 31389.1
15.7666 31363.3
15.7297 31414.6
15.6928 31359.2
15.6561 31412.8
15.6194 31385
15.5829 31360
15.5464 31421.8
15.5101 31398.3
15.4739 31446.9
15.4378 31433.3
15.4018 31383.2
15.3659 31446.9
15.3301 31452.8
15.2944 31332.3
15.2588 31690.6
15.2233 31684.8
15.1879 31685.9
15.1526 31694.4
15.1174 31703.2
15.0824 31701.2
15.0474 31676.6
15.0125 31686.2
14.9777 9223.84
14.9431 9223.63
14.9085 9036.25
14.874 21772.2
14.8396 21780.2
14.8054 12234
14.7712 12233.3
14.7371 12228
14.7031 12221.9
14.6693 12220.3
14.6355 12226.1
14.6018 12229.9
14.5682 12221.8
14.5347 12221.3
14.5013 9474.21
14.468 9479.23
14.4348 9477.95
14.4017 8682.45
14.3687 8682.46
14.3357 8663.27
14.3029 5860.81
14.2702 5867.47
14.2376 5865.73
14.205 5870.52
14.1726 5861.98
14.1402 5863.53
14.1079 5859.69
14.0757 5859.71
14.0437 5866.07
14.0117 5861.21
13.9798 5865.83
13.948 5862.52
13.9162 5861.21
13.8846 5866.4
13.8531 5865.78
13.8216 5862.28
13.7903 5867.81
13.759 5866.37
13.7278 5860.41
13.6967 5862.44
13.6657 5863.43
13.6348 5860.6
13.6039 5861.13
13.5732 4898.15
13.5425 4898.36
13.512 4898.73
13.4815 4897.89
13.4511 4900.92
13.4208 4897.67
13.3905 4899.38
13.3604 4896.38
13.3303 4896.73
13.3003 4900.68
13.2705 4898.34
13.2407 4897.26
13.2109 4898.42
13.1813 4897.78
13.1517 4900.34
13.1223 4900.69
13.0929 4899.9
13.0636 4900.95
13.0343 4896.29
13.0052 4896.11
12.9761 1331.3
12.9471 123883
12.9182 126024
12.8894 127827
12.8607 123100
12.832 124444
12.8034 128209
12.7749 127644
12.7465 121648
12.7182 124646
12.6899 124574
12.6617 128563
12.6336 127099
12.6056 123341
12.5776 126769
12.5497 812.441
12.5219 797.462
12.4942 781.301
12.4666 4290.57
12.439 4287.28
12.4115 4285.55
12.3841 4285.6
12.3568 4289.75
12.3295 4284.02
12.3023 4288.02
12.2752 4283.66
12.2481 4288.1
12.2212 4283.58
12.1943 4287.85
12.1675 4288.77
12.1407 4288.84
12.1141 4290.75
12.0875 4289.01
12.0609 4289.82
12.0345 4287.4
12.0081 4285.46
11.9818 144.361
11.9556 132.642
11.9294 164.457
11.9033 158.928
11.8773 130.078
11.8513 129.962
11.8255 121.338
11.7996 118.43
11.7739 2003.84
11.7482 2004.68
11.7226 1996.92
11.6971 1999.82
11.6717 1998.09
11.6463 2001.43
11.6209 1996.14
11.5957 2001.95
11.5705 2002.59
11.5454 1999.62
11.5204 2001.58
11.4954 1997.77
11.4705 1999.17
11.4456 2000.77
11.4208 1996.04
11.3961 1997.25
11.3715 1997.7
11.3469 38.197
11.3224 33.0197
11.298 0
11.2736 0
11.2493 0
11.225 0
11.2008 0
11.1767 0
11.1527 0
11.1287 0
11.1048 0
11.0809 0
11.0571 0
11.0334 0
11.0097 0
10.9861 0
10.9626 0
10.9391 0
10.9157 0
10.8923 0
10.8691 0
10.8458 0
10.8227 0
10.7996 0
10.7765 0
10.7535 0
10.7306 0
10.7078 0
10.685 9.90184
10.6622 0
10.6396 0
10.6169 0
10.5944 0
10.5719 0
10.5494 0
10.5271 0
10.5048 0
10.4825 0
10.4603 0
10.4382 0
10.4161 0
10.3941 0
10.3721 0
10.3502 0
10.3283 0
10.3065 0
10.2848 0
10.2631 0
10.2415 0
10.2199 3.68186
10.1984 0
10.177 0
10.1556 0
10.1343 0
10.113 0
10.0918 0
10.0706 0
10.0495 0
10.0284 0
10.0074 0
9.98646 0
9.96556 0
9.94472 0
9.92394 0
9.90321 0
9.88253 1.51358
9.86191 1.66643
9.84134 1.63694
9.82082 1.53741
9.80036 0
9.77995 0
9.7596 0.989926
9.73929 1.1366
9.71904 0
9.69885 0
9.6787 0
9.65861 0
9.63857 0
9.61858 0
9.59864 0
9.57876 0
9.55892 0.706583
9.53914 0
9.51941 0
9.49973 0
9.4801 0
9.46052 0
9.44099 0
9.42152 0
9.40209 0
9.38271 0
9.36338 0
9.3441 0
9.32488 0
9.3057 0
9.28657 0
9.26749 0
9.24846 0
9.22947 0
9.21054 0
9.19165 0
9.17282 0
9.15403 0
9.13529 0
9.11659 0
9.09795 0
9.07935 0
9.0608 0
9.0423 0.130681
9.02384 0.118692
9.00543 0.126422
8.98707 0.126738
8.96876 0.108725
8.95049 0.102946
8.93227 0.0894201
8.91409 0.0859827
8.89596 0.07571
8.87788 0.0797792
8.85984 0.0799102
8.84185 0
8.82391 0
8.80601 0
8.78815 0
8.77034 0
8.75258 0
8.73486 0
8.71718 0
8.69955 0
8.68197 0
8.66443 0
8.64693 0
8.62948 0
8.61207 0
8.5947 0
8.57738 0
8.56011 0
8.54287 0
8.52568 0
8.50853 0
8.49143 0
8.47437 0
8.45735 0
8.44038 0
8.42344 0
8.40655 0
8.3897 0
8.3729 0
8.35613 0
8.33941 0
8.32273 0
8.30609 0
8.28949 0
8.27294 0
8.25642 0
8.23995 0
8.22352 0
8.20713 0
8.19078 0
